trial_id,session_id,prolific_pid,global_trial_name,frame,f_pressed,j_pressed,relative_time_ms,counterbalance,rg_outcome,ground_truth_side,response_label,response_numeric,is_correct
12,1,sim_participant_001,E_C1_NO,0,0,0,0.0,0,green,L,?,0,NA
12,1,sim_participant_001,E_C1_NO,1,0,0,32.7,0,green,L,?,0,NA
12,1,sim_participant_001,E_C1_NO,2,0,0,67.9,0,green,L,?,0,NA
12,1,sim_participant_001,E_C1_NO,3,0,0,100.7,0,green,L,?,0,NA
12,1,sim_participant_001,E_C1_NO,4,0,0,132.1,0,green,L,?,0,NA
12,1,sim_participant_001,E_C1_NO,5,0,0,165.2,0,green,L,?,0,NA
12,1,sim_participant_001,E_C1_NO,6,0,0,199.5,0,green,L,?,0,NA
12,1,sim_participant_001,E_C1_NO,7,0,0,238.0,0,green,L,?,0,NA
12,1,sim_participant_001,E_C1_NO,8,0,0,268.2,0,green,L,?,0,NA
12,1,sim_participant_001,E_C1_NO,9,0,0,302.8,0,green,L,?,0,NA
12,1,sim_participant_001,E_C1_NO,10,0,0,336.2,0,green,L,?,0,NA
12,1,sim_participant_001,E_C1_NO,11,0,0,366.5,0,green,L,?,0,NA
12,1,sim_participant_001,E_C1_NO,12,0,0,401.9,0,green,L,?,0,NA
12,1,sim_participant_001,E_C1_NO,13,0,0,430.4,0,green,L,?,0,NA
12,1,sim_participant_001,E_C1_NO,14,1,0,466.5,0,green,L,L,-1,TRUE
12,1,sim_participant_001,E_C1_NO,15,0,0,501.4,0,green,L,?,0,NA
12,1,sim_participant_001,E_C1_NO,16,0,0,532.2,0,green,L,?,0,NA
12,1,sim_participant_001,E_C1_NO,17,0,0,569.3,0,green,L,?,0,NA
12,1,sim_participant_001,E_C1_NO,18,0,0,598.5,0,green,L,?,0,NA
12,1,sim_participant_001,E_C1_NO,19,0,0,633.7,0,green,L,?,0,NA
12,1,sim_participant_001,E_C1_NO,20,0,0,666.5,0,green,L,?,0,NA
12,1,sim_participant_001,E_C1_NO,21,0,0,702.6,0,green,L,?,0,NA
12,1,sim_participant_001,E_C1_NO,22,0,0,734.7,0,green,L,?,0,NA
12,1,sim_participant_001,E_C1_NO,23,0,0,773.5,0,green,L,?,0,NA
12,1,sim_participant_001,E_C1_NO,24,0,0,800.9,0,green,L,?,0,NA
12,1,sim_participant_001,E_C1_NO,25,0,0,833.6,0,green,L,?,0,NA
12,1,sim_participant_001,E_C1_NO,26,0,0,866.0,0,green,L,?,0,NA
12,1,sim_participant_001,E_C1_NO,27,0,0,900.3,0,green,L,?,0,NA
12,1,sim_participant_001,E_C1_NO,28,0,0,928.1,0,green,L,?,0,NA
12,1,sim_participant_001,E_C1_NO,29,0,0,965.7,0,green,L,?,0,NA
12,1,sim_participant_001,E_C1_NO,30,0,1,999.0,0,green,L,R,1,FALSE
12,1,sim_participant_001,E_C1_NO,31,0,0,1031.1,0,green,L,?,0,NA
12,1,sim_participant_001,E_C1_NO,32,0,0,1068.3,0,green,L,?,0,NA
12,1,sim_participant_001,E_C1_NO,33,0,0,1101.4,0,green,L,?,0,NA
12,1,sim_participant_001,E_C1_NO,34,0,0,1134.4,0,green,L,?,0,NA
12,1,sim_participant_001,E_C1_NO,35,0,0,1165.6,0,green,L,?,0,NA
12,1,sim_participant_001,E_C1_NO,36,0,0,1203.4,0,green,L,?,0,NA
12,1,sim_participant_001,E_C1_NO,37,0,0,1231.2,0,green,L,?,0,NA
12,1,sim_participant_001,E_C1_NO,38,0,0,1265.8,0,green,L,?,0,NA
12,1,sim_participant_001,E_C1_NO,39,0,0,1299.3,0,green,L,?,0,NA
12,1,sim_participant_001,E_C1_NO,40,0,0,1333.8,0,green,L,?,0,NA
12,1,sim_participant_001,E_C1_NO,41,1,0,1364.2,0,green,L,L,-1,TRUE
12,1,sim_participant_001,E_C1_NO,42,0,1,1402.7,0,green,L,R,1,FALSE
12,1,sim_participant_001,E_C1_NO,43,0,0,1430.7,0,green,L,?,0,NA
12,1,sim_participant_001,E_C1_NO,44,0,0,1470.2,0,green,L,?,0,NA
12,1,sim_participant_001,E_C1_NO,45,0,0,1496.6,0,green,L,?,0,NA
12,1,sim_participant_001,E_C1_NO,46,0,0,1536.4,0,green,L,?,0,NA
12,1,sim_participant_001,E_C1_NO,47,0,0,1568.1,0,green,L,?,0,NA
12,1,sim_participant_001,E_C1_NO,48,0,0,1597.5,0,green,L,?,0,NA
12,1,sim_participant_001,E_C1_NO,49,0,0,1633.7,0,green,L,?,0,NA
12,1,sim_participant_001,E_C1_NO,50,0,0,1665.4,0,green,L,?,0,NA
12,1,sim_participant_001,E_C1_NO,51,0,0,1700.6,0,green,L,?,0,NA
12,1,sim_participant_001,E_C1_NO,52,0,0,1733.9,0,green,L,?,0,NA
12,1,sim_participant_001,E_C1_NO,53,0,0,1768.3,0,green,L,?,0,NA
12,1,sim_participant_001,E_C1_NO,54,0,0,1797.8,0,green,L,?,0,NA
12,1,sim_participant_001,E_C1_NO,55,0,0,1834.2,0,green,L,?,0,NA
12,1,sim_participant_001,E_C1_NO,56,0,0,1865.3,0,green,L,?,0,NA
12,1,sim_participant_001,E_C1_NO,57,0,0,1902.3,0,green,L,?,0,NA
12,1,sim_participant_001,E_C1_NO,58,0,0,1935.9,0,green,L,?,0,NA
12,1,sim_participant_001,E_C1_NO,59,0,0,1967.9,0,green,L,?,0,NA
12,1,sim_participant_001,E_C1_NO,60,0,0,2000.5,0,green,L,?,0,NA
12,1,sim_participant_001,E_C1_NO,61,0,0,2032.7,0,green,L,?,0,NA
12,1,sim_participant_001,E_C1_NO,62,0,0,2066.9,0,green,L,?,0,NA
12,1,sim_participant_001,E_C1_NO,63,0,0,2101.0,0,green,L,?,0,NA
12,1,sim_participant_001,E_C1_NO,64,0,0,2129.9,0,green,L,?,0,NA
12,1,sim_participant_001,E_C1_NO,65,0,0,2167.3,0,green,L,?,0,NA
12,1,sim_participant_001,E_C1_NO,66,0,0,2201.7,0,green,L,?,0,NA
12,1,sim_participant_001,E_C1_NO,67,0,0,2234.5,0,green,L,?,0,NA
12,1,sim_participant_001,E_C1_NO,68,0,0,2266.3,0,green,L,?,0,NA
12,1,sim_participant_001,E_C1_NO,69,0,0,2297.0,0,green,L,?,0,NA
12,1,sim_participant_001,E_C1_NO,70,0,0,2331.8,0,green,L,?,0,NA
12,1,sim_participant_001,E_C1_NO,71,0,0,2367.7,0,green,L,?,0,NA
12,1,sim_participant_001,E_C1_NO,72,0,0,2400.8,0,green,L,?,0,NA
12,1,sim_participant_001,E_C1_NO,73,0,0,2435.4,0,green,L,?,0,NA
12,1,sim_participant_001,E_C1_NO,74,0,0,2466.7,0,green,L,?,0,NA
12,1,sim_participant_001,E_C1_NO,75,0,0,2504.5,0,green,L,?,0,NA
12,1,sim_participant_001,E_C1_NO,76,0,0,2532.7,0,green,L,?,0,NA
12,1,sim_participant_001,E_C1_NO,77,0,0,2566.5,0,green,L,?,0,NA
12,1,sim_participant_001,E_C1_NO,78,0,0,2604.5,0,green,L,?,0,NA
12,1,sim_participant_001,E_C1_NO,79,0,0,2632.4,0,green,L,?,0,NA
12,1,sim_participant_001,E_C1_NO,80,0,0,2665.3,0,green,L,?,0,NA
12,1,sim_participant_001,E_C1_NO,81,0,0,2700.1,0,green,L,?,0,NA
